5.500000000000000000e+00,2.745525999190492712e+02,2.999774664628520213e+02
5.600000000000000533e+00,2.745543524413199066e+02,2.999793765978042188e+02
5.700000000000000178e+00,2.745559575362127589e+02,2.999811275337086727e+02
5.800000000000000711e+00,2.745574126340623025e+02,2.999827270745640249e+02
5.900000000000000355e+00,2.745587582289937245e+02,2.999841911322772603e+02
6.000000000000000000e+00,2.745599893352438698e+02,2.999855309327650161e+02
6.100000000000000533e+00,2.745611169291948954e+02,2.999867570608056440e+02
6.200000000000000178e+00,2.745621495971386139e+02,2.999878791709548409e+02
6.300000000000000711e+00,2.745630953402790055e+02,2.999889060992252894e+02
6.400000000000000355e+00,2.745639614728320907e+02,2.999898459297707518e+02
6.500000000000000000e+00,2.745647546941770543e+02,2.999907060591957020e+02
6.600000000000000533e+00,2.745654811394630883e+02,2.999914932550827302e+02
6.700000000000000178e+00,2.745661464273302386e+02,2.999922137096027086e+02
6.800000000000000711e+00,2.745667557032354011e+02,2.999928730884437300e+02
6.900000000000000355e+00,2.745673136796603444e+02,2.999934765756762545e+02
7.000000000000000000e+00,2.745678246724051519e+02,2.999940289147402268e+02
7.100000000000000533e+00,2.745682926340689960e+02,2.999945344459555940e+02
7.200000000000000178e+00,2.745687211846230298e+02,2.999949971408174179e+02
7.300000000000000711e+00,2.745691136394937644e+02,2.999954206333966340e+02
7.400000000000000355e+00,2.745694730351382873e+02,2.999958082490527431e+02
7.500000000000000000e+00,2.745698021525171271e+02,2.999961630306290203e+02
7.600000000000000533e+00,2.745701035389502636e+02,2.999964877626247244e+02
7.700000000000000178e+00,2.745703795270949286e+02,2.999967849930218335e+02
7.800000000000000711e+00,2.745706322537200776e+02,2.999970570534806598e+02
7.900000000000000355e+00,2.745708636758043895e+02,2.999973060776962939e+02
8.000000000000000000e+00,2.745710755858464722e+02,2.999975340153287675e+02
8.099999999999999645e+00,3.500000000000000000e+02,3.138959077992404332e+02
8.200000000000001066e+00,3.058286123193673234e+02,3.166900167286405008e+02
8.300000000000000711e+00,2.946004952089850235e+02,3.168568982602035362e+02
8.400000000000000355e+00,2.954187355998426483e+02,3.171468271729495427e+02
8.500000000000000000e+00,2.955222745147257797e+02,3.174035349673334281e+02
8.599999999999999645e+00,2.956494441580953776e+02,3.176377033678162434e+02
8.700000000000001066e+00,2.957623170112794924e+02,3.178508833000116169e+02
8.800000000000000711e+00,2.958643412832486774e+02,3.180449333791772233e+02
8.900000000000000355e+00,2.959566049878526997e+02,3.182215358377981147e+02
9.000000000000000000e+00,2.960401602128054037e+02,3.183822331638146466e+02
9.099999999999999645e+00,2.961159245882177515e+02,3.185284373117528389e+02
9.200000000000001066e+00,2.961847047383698737e+02,3.186614396984416544e+02
9.300000000000000711e+00,2.962472110581433071e+02,3.187824205599307561e+02
9.400000000000000355e+00,2.963040707092259254e+02,3.188924577458056433e+02
9.500000000000000000e+00,2.963558387686517790e+02,3.189925349818408336e+02
9.600000000000001421e+00,2.964030076555586106e+02,3.190835496398099167e+02
9.700000000000001066e+00,2.964460149060483332e+02,3.191663196305792098e+02
9.800000000000000711e+00,2.964852515117764256e+02,3.192415902189319468e+02
9.900000000000000355e+00,2.965210671751594873e+02,3.193100402091490650e+02
1.000000000000000000e+01,2.965537753432883505e+02,3.193722876418711394e+02
1.010000000000000142e+01,2.965836576187404034e+02,3.194288950511809730e+02
1.020000000000000107e+01,2.966109675436241560e+02,3.194803743057674978e+02
1.030000000000000071e+01,2.966359338569225201e+02,3.195271910595224654e+02
1.040000000000000036e+01,2.966587633055053175e+02,3.195697688367786213e+02
1.050000000000000000e+01,2.966796430770965003e+02,3.196084927770119180e+02
1.060000000000000142e+01,2.966987429127183873e+02,3.196437130631279615e+02
1.070000000000000107e+01,2.967162169471843072e+02,3.196757480566425329e+02
1.080000000000000071e+01,2.967322053181723049e+02,3.197048871619663828e+02
1.090000000000000036e+01,2.967468355782604021e+02,3.197313934409748981e+02
1.100000000000000000e+01,2.967602239383534197e+02,3.197555059977680116e+02
1.110000000000000142e+01,2.967724763667574734e+02,3.197774421523948263e+02
1.120000000000000107e+01,2.967836895638880605e+02,3.197973994210216802e+02
1.130000000000000071e+01,2.967939518297478685e+02,3.198155573188804510e+02
1.140000000000000036e+01,2.968033438383233715e+02,3.198320790011147210e+02
1.150000000000000000e+01,2.968119393310367968e+02,3.198471127533251206e+02
1.160000000000000142e+01,2.968198057507389649e+02,3.198607933336465976e+02
1.170000000000000107e+01,2.968270048828266567e+02,3.198732432471790048e+02
1.180000000000000071e+01,2.968335931645041796e+02,3.198845738498542914e+02
1.190000000000000036e+01,2.968396222236016797e+02,3.198948863622724730e+02
1.200000000000000000e+01,2.968451393206188413e+02,3.199042727966323696e+02
1.210000000000000142e+01,2.968501877234892845e+02,3.199128167986370386e+02
1.220000000000000107e+01,2.968548070493644104e+02,3.199205944123265795e+02
1.230000000000000071e+01,2.968590335756548484e+02,3.199276747748245953e+02
1.240000000000000036e+01,2.968629005235002865e+02,3.199341207473916029e+02
1.250000000000000000e+01,2.968664383163429079e+02,3.199399894885933122e+02
1.260000000000000142e+01,2.968696748160471657e+02,3.199453329749024988e+02
1.270000000000000107e+01,2.968726355385800844e+02,3.199501984735172186e+02
1.280000000000000071e+01,2.968753438513214178e+02,3.199546320036205316e+02
1.290000000000000036e+01,2.968778056222180339e+02,3.199586666873309468e+02
1.300000000000000000e+01,2.968800695262548288e+02,3.199623411125410826e+02
1.310000000000000142e+01,2.968821394957524831e+02,3.199656875103564175e+02
1.320000000000000107e+01,2.968840325219984493e+02,3.199687353189000305e+02
1.330000000000000071e+01,2.968857636118732444e+02,3.199715113141247684e+02
1.340000000000000036e+01,2.968873465295320102e+02,3.199740398568310979e+02
1.350000000000000000e+01,2.968887938766646926e+02,3.199763431117700634e+02
1.360000000000000142e+01,2.968901171908959782e+02,3.199784412469371659e+02
1.370000000000000107e+01,2.968913270349096933e+02,3.199803526146441754e+02
1.380000000000000071e+01,2.968924330781812841e+02,3.199820939160474609e+02
1.390000000000000036e+01,2.968934441719309802e+02,3.199836803506589717e+02
1.400000000000000000e+01,2.968943684178407239e+02,3.199851257522321930e+02
1.410000000000000142e+01,2.968952132309947274e+02,3.199864427122545294e+02
1.420000000000000107e+01,2.968959853976208478e+02,3.199876426921951520e+02
1.430000000000000071e+01,2.968966911280131171e+02,3.199887361255396172e+02
1.440000000000000036e+01,2.968973361050341850e+02,3.199897325105480945e+02
1.450000000000000000e+01,2.968979255285625527e+02,3.199906404945863301e+02
1.460000000000000142e+01,2.968984641562232127e+02,3.199914679507948563e+02
1.470000000000000107e+01,2.968989563407396304e+02,3.199922220478076724e+02
1.480000000000000071e+01,2.968994060641373949e+02,3.199929093131528361e+02
1.490000000000000036e+01,2.968998169690719351e+02,3.199935356908984545e+02
1.500000000000000000e+01,2.969001923875884472e+02,3.199941065940946032e+02
1.510000000000000142e+01,2.500000000000000000e+02,3.110391319609279890e+02
1.520000000000000107e+01,2.500000000000000000e+02,3.039194916150376002e+02
1.530000000000000071e+01,2.500000000000000000e+02,2.984651488898165326e+02
1.540000000000000036e+01,2.500000000000000000e+02,2.943562865996684081e+02
1.550000000000000000e+01,2.500000000000000000e+02,2.912867520584489966e+02
1.560000000000000142e+01,2.500000000000000000e+02,2.890040039537790904e+02
1.570000000000000107e+01,2.507447337337547708e+02,2.874454723433523782e+02
1.580000000000000071e+01,2.541773939597444212e+02,2.869115278313798285e+02
1.590000000000000036e+01,2.531491215796347660e+02,2.863307055227729734e+02
1.600000000000000000e+01,2.526308939595728305e+02,2.858074919634382809e+02
1.610000000000000142e+01,2.521111445029823983e+02,2.853267700886567013e+02
1.619999999999999929e+01,2.516381945149022101e+02,2.848860404527738410e+02
1.630000000000000071e+01,2.512033693167476827e+02,2.844818551050641418e+02
1.640000000000000213e+01,2.508041166476324122e+02,2.841111775712291774e+02
1.650000000000000000e+01,2.504375192192190980e+02,2.837712156252976570e+02
1.660000000000000142e+01,2.501009433957537453e+02,2.834594135152966032e+02
1.669999999999999929e+01,2.500000000000000000e+02,2.832109782797705861e+02
1.680000000000000071e+01,2.510646368087473661e+02,2.832197183479021874e+02
1.690000000000000213e+01,2.500000000000000000e+02,2.830341193738373136e+02
1.700000000000000000e+01,2.503475537091367187e+02,2.829598511241637766e+02
1.710000000000000142e+01,2.500000000000000000e+02,2.828423503206096825e+02
1.719999999999999929e+01,2.500000000000000000e+02,2.827556444110363145e+02
1.730000000000000071e+01,2.502404273265024415e+02,2.827350572714875625e+02
1.740000000000000213e+01,2.500000000000000000e+02,2.826765210857827242e+02
1.750000000000000000e+01,2.500000000000000000e+02,2.826333427096994342e+02
1.760000000000000142e+01,2.500000000000000000e+02,2.826014992611735579e+02
1.769999999999999929e+01,2.500000000000000000e+02,2.825780215359698673e+02
1.780000000000000071e+01,2.500000000000000000e+02,2.825607168828811382e+02
1.790000000000000213e+01,2.500000000000000000e+02,2.825479670940821961e+02
1.800000000000000000e+01,2.500000000000000000e+02,2.825385779287937567e+02
1.810000000000000142e+01,2.500000000000000000e+02,2.825316680218425063e+02
1.819999999999999929e+01,2.500000000000000000e+02,2.825265874222507136e+02
1.830000000000000071e+01,2.500209073706204208e+02,2.825266301970954146e+02
1.840000000000000213e+01,2.500000000000000000e+02,2.825229040913162066e+02
1.850000000000000000e+01,2.500000000000000000e+02,2.825201689483214977e+02
1.860000000000000142e+01,2.500000000000000000e+02,2.825181639173219423e+02
1.869999999999999929e+01,2.500000000000000000e+02,2.825166965466099782e+02
1.880000000000000071e+01,2.500000000000000000e+02,2.825156248760300173e+02
1.890000000000000213e+01,2.500000000000000000e+02,2.825148442145539320e+02
1.900000000000000000e+01,2.500000000000000000e+02,2.825142773776712488e+02
1.910000000000000142e+01,2.500000000000000000e+02,2.825138674796596661e+02
1.920000000000000284e+01,2.500000000000000000e+02,2.825135726124330517e+02
1.930000000000000071e+01,2.500000000000000000e+02,2.825133619174271189e+02
1.940000000000000213e+01,2.500000000000000000e+02,2.825132126860603989e+02
1.950000000000000000e+01,2.500000000000000000e+02,2.825131082196313059e+02
1.960000000000000142e+01,2.500000000000000000e+02,2.825130360788928670e+02
1.970000000000000284e+01,2.500000000000000000e+02,2.825129874881823753e+02
1.980000000000000071e+01,2.500000000000000000e+02,2.825129558377578292e+02
1.990000000000000213e+01,2.500000000000000000e+02,2.825129362899685930e+02
2.000000000000000000e+01,2.500000000000000000e+02,2.825129253117081589e+02
2.010000000000000142e+01,2.500000000000000000e+02,2.825129203294725357e+02
2.020000000000000284e+01,2.500000000000000000e+02,2.825129194749585508e+02
2.030000000000000071e+01,2.500000000000000000e+02,2.825129213975094444e+02
2.040000000000000213e+01,2.500000000000000000e+02,2.825129251259062926e+02
2.050000000000000000e+01,2.500000000000000000e+02,2.825129299665778149e+02
2.060000000000000142e+01,2.500000000000000000e+02,2.825129354286800663e+02
2.070000000000000284e+01,2.500000000000000000e+02,2.825129411689981680e+02
2.080000000000000071e+01,2.500000000000000000e+02,2.825129469514621405e+02
2.090000000000000213e+01,2.500000000000000000e+02,2.825129526174367243e+02
2.100000000000000000e+01,2.500000000000000000e+02,2.825129580639476785e+02
2.110000000000000142e+01,2.500000000000000000e+02,2.825129632277524934e+02
2.120000000000000284e+01,2.500000000000000000e+02,2.825129680737129547e+02
2.130000000000000071e+01,2.500000000000000000e+02,2.825129725863292265e+02
2.140000000000000213e+01,2.500000000000000000e+02,2.825129767635973508e+02
2.150000000000000000e+01,2.500000000000000000e+02,2.825129806125715959e+02
2.160000000000000142e+01,2.500000000000000000e+02,2.825129841461749720e+02
2.170000000000000284e+01,2.500000000000000000e+02,2.825129873809112269e+02
2.180000000000000071e+01,2.500000000000000000e+02,2.825129903352583369e+02
2.190000000000000213e+01,2.500000000000000000e+02,2.825129930285555702e+02
2.200000000000000000e+01,2.500000000000000000e+02,2.825129954802357020e+02
2.210000000000000142e+01,2.500000000000000000e+02,2.825129977093096727e+02
2.220000000000000284e+01,2.500000000000000000e+02,2.825129997340324053e+02
2.230000000000000071e+01,2.500000000000000000e+02,2.825130015716985667e+02
2.240000000000000213e+01,2.500000000000000000e+02,2.825130032385295635e+02
2.250000000000000000e+01,2.500000000000000000e+02,2.825130047496253383e+02
2.260000000000000142e+01,2.500000000000000000e+02,2.825130061189599360e+02
2.270000000000000284e+01,2.500000000000000000e+02,2.825130073594060605e+02
2.280000000000000071e+01,2.500000000000000000e+02,2.825130084827799237e+02
2.290000000000000213e+01,2.500000000000000000e+02,2.825130094998970662e+02
2.300000000000000000e+01,2.500000000000000000e+02,2.825130104206344299e+02
2.310000000000000142e+01,2.500000000000000000e+02,2.825130112539956144e+02
2.320000000000000284e+01,2.500000000000000000e+02,2.825130120081761333e+02
2.330000000000000071e+01,2.500000000000000000e+02,2.825130126906270789e+02
2.340000000000000213e+01,2.500000000000000000e+02,2.825130133081164558e+02
2.350000000000000000e+01,2.500000000000000000e+02,2.825130138667869915e+02
2.360000000000000142e+01,2.500000000000000000e+02,2.825130143722104208e+02
2.370000000000000284e+01,2.500000000000000000e+02,2.825130148294380206e+02
2.380000000000000071e+01,2.500000000000000000e+02,2.825130152430472776e+02
2.390000000000000213e+01,2.500000000000000000e+02,2.825130156171850331e+02
2.400000000000000000e+01,2.500000000000000000e+02,2.825130159556070453e+02
2.410000000000000142e+01,2.500000000000000000e+02,2.825130162617139149e+02
2.420000000000000284e+01,2.500000000000000000e+02,2.825130165385840542e+02
2.430000000000000071e+01,2.500000000000000000e+02,2.825130167890042117e+02
2.440000000000000213e+01,2.500000000000000000e+02,2.825130170154962457e+02
2.450000000000000000e+01,2.500000000000000000e+02,2.825130172203425332e+02
2.460000000000000142e+01,2.500000000000000000e+02,2.825130174056083092e+02
2.470000000000000284e+01,2.500000000000000000e+02,2.825130175731622444e+02
2.480000000000000071e+01,2.500000000000000000e+02,2.825130177246951462e+02
2.490000000000000213e+01,2.500000000000000000e+02,2.825130178617364436e+02
2.500000000000000000e+01,2.500000000000000000e+02,2.825130179856701034e+02
